SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price_Range
2935,5,1,2,1966,7
2965,2,3,1,2011,8
2661,4,2,1,2015,5
2325,2,3,2,2021,7
1973,2,1,3,2016,6
2144,2,1,1,1962,4
1087,2,3,2,1978,3
2240,2,3,2,1985,5
1572,2,1,3,1965,4
1813,2,1,3,1950,4
1178,2,3,2,2021,4
2725,5,2,1,2012,6
1162,5,1,3,1997,4
1592,5,2,2,1999,4
2005,4,2,3,1951,6
2193,3,2,1,1993,6
1300,4,1,3,1986,3
1373,4,2,1,1992,4
1707,2,3,1,1976,3
1202,5,3,2,1959,4
1046,2,3,2,1997,3
1462,2,1,1,1996,4
2693,5,2,2,1985,6
1407,2,3,1,2002,5
2217,3,2,2,2021,6
1426,3,1,1,1954,3
1929,4,3,1,1955,3
2814,5,1,2,1976,6
1316,3,2,2,1997,4
2502,4,2,2,1959,5
1420,2,1,3,2019,2
2292,4,2,2,2017,5
2504,4,2,1,1993,5
2734,3,2,2,2011,7
2759,4,2,1,1966,6
1262,5,1,2,2020,5
2449,2,1,1,2003,4
1165,5,2,1,2007,3
2715,2,2,3,1963,7
1427,5,1,3,1978,4
2727,2,3,1,1953,7
1396,5,3,1,2004,3
2239,2,2,1,2007,5
1795,3,2,2,2010,2
2887,4,3,2,1998,8
1106,4,3,2,1975,4
1097,4,1,1,1974,1
2903,4,2,1,1960,7
2505,2,1,2,1951,6
2522,5,2,3,2021,7
2253,5,2,3,2005,6
2280,3,1,3,1958,6
1042,4,2,3,1964,3
1241,4,3,3,2003,3
2577,3,3,3,1999,7
1094,4,1,3,1961,3
2969,3,3,3,1950,7
2789,4,2,2,2016,7
1187,5,1,1,1977,4
1384,3,3,2,2004,5
1818,5,1,1,1986,6
2423,4,1,1,1993,6
2529,5,2,1,1961,6
2190,5,2,3,1961,5
2806,2,1,1,2017,7
2148,4,3,2,1963,5
2696,2,3,1,1960,7
1086,3,1,2,1991,3
2844,2,1,2,1993,8
1488,4,3,2,1991,4
1225,2,2,3,1951,3
2680,2,1,3,1966,7
1344,4,2,3,1989,3
2783,5,2,2,1969,6
2897,3,2,2,1999,7
1517,2,1,2,1969,3
2054,4,3,2,2003,5
2732,2,2,2,2010,6
2767,3,2,2,1961,7
1295,3,3,2,1976,6
1413,3,3,3,1972,4
2860,2,2,1,2001,6
2995,5,2,2,1954,10
1134,5,1,3,1992,4
1524,5,1,3,1957,4
2008,4,3,2,1997,7
1003,5,2,3,2017,1
1177,5,3,2,1964,3
1745,3,3,1,1965,4
1258,4,1,3,1989,4
1651,3,3,3,1996,5
2088,2,1,1,2014,5
2818,2,1,1,1980,7
2386,3,3,1,2011,7
2841,4,1,3,1967,5
2740,5,2,1,1993,5
2040,5,2,2,1994,7
2223,4,1,2,1958,5
1543,5,2,3,1975,3
2235,5,3,2,1950,6
1434,3,1,1,1953,4
2296,2,2,2,2005,6
1289,4,1,1,1955,4
1802,4,3,3,1952,5
1482,5,1,1,1976,3
1233,5,2,2,2019,4
1407,2,3,1,1984,4
1693,4,3,3,1967,6
2169,3,3,1,1982,6
1561,2,3,2,1997,5
1429,3,3,3,1981,3
1431,2,3,2,1998,4
2638,3,3,2,1998,6
2568,3,2,2,1976,8
1496,3,1,1,1965,5
1982,4,1,2,1986,8
2112,5,1,3,1967,6
1996,4,3,3,2002,6
2434,3,1,2,1955,6
1896,5,1,1,1967,4
2876,3,1,1,1987,6
1826,2,3,3,2016,5
2264,5,3,1,1968,4
1777,4,1,3,1982,5
1222,3,2,2,2003,2
2771,5,2,2,1960,10
2688,4,1,1,1952,7
1467,2,1,3,1986,4
1568,3,2,3,2001,5
2345,4,1,3,1990,7
1374,5,1,3,1977,5
2135,2,3,1,1985,5
1526,3,3,3,2017,4
1411,4,2,3,1965,4
1268,2,1,3,1976,3
1625,2,3,3,1964,3
2275,4,1,2,2001,4
2011,3,3,2,1953,6
2397,4,2,3,2009,7
2677,2,1,2,1991,6
2649,2,2,1,1991,5
1449,5,3,3,2002,4
1801,3,3,1,1971,5
2892,4,3,1,1967,7
2560,3,3,2,1987,5
2391,3,1,2,2017,6
1821,2,3,2,2015,4
1254,5,1,3,2016,4
2486,4,2,1,1978,6
2291,4,3,1,1999,7
1125,5,1,2,1995,3
2416,5,1,2,2012,7
1761,2,1,3,1992,3
1798,2,3,3,1954,4
2357,4,1,2,1953,5
1564,5,2,2,1974,3
2391,3,2,2,1996,5
2578,3,2,1,1992,5
2701,5,2,3,2004,9
2577,4,2,1,2009,6
2915,3,1,2,2011,7
1455,3,3,3,1964,3
2711,5,2,2,2014,7
2090,2,3,1,2017,5
2089,3,3,3,1967,4
1911,2,1,3,1989,5
2618,3,3,2,2014,5
1861,4,2,2,2021,4
1616,2,3,1,2011,4
1399,4,1,1,1959,5
1286,2,3,1,1954,3
2909,5,3,3,1961,8
1185,5,3,2,1950,5
1283,3,2,3,1999,3
2539,4,2,3,1980,5
1649,2,3,3,2011,4
1690,4,3,3,1976,3
1236,4,1,1,1993,2
2041,3,3,1,1969,4
1814,5,1,2,1984,5
1927,2,1,2,1957,5
1413,3,3,2,1963,6
2955,4,2,1,2021,8
1008,5,1,3,1996,3
1419,5,2,3,2014,4
1028,2,2,3,1985,4
2679,5,2,2,1956,5
1347,4,1,2,1995,4
1660,5,1,3,1955,3
1575,4,3,3,2021,5
2902,2,1,2,1999,8
1449,4,3,1,2005,2
1379,5,1,2,1964,6
1698,5,2,2,2014,4
1365,2,1,3,1962,3
2250,2,2,3,1998,5
2141,5,1,3,1994,4
1411,2,2,2,1950,6
1950,4,3,3,2013,3
1355,3,2,2,1995,3
1253,4,2,1,1958,3
2566,4,1,2,2009,7
2696,2,3,3,2005,6
1726,3,1,3,1953,5
2467,5,2,1,1959,6
1680,2,2,3,1992,4
2104,4,2,3,2002,4
2069,3,2,1,1958,4
2072,2,1,1,2013,4
2472,4,1,2,1963,5
1809,4,1,3,1988,4
2430,5,3,3,1950,7
2903,5,2,1,1967,7
2306,3,3,3,1990,6
1472,4,2,3,2010,4
1415,4,1,3,1984,3
1978,5,2,3,2021,6
1599,4,2,2,1983,4
2144,5,3,1,1982,4
2026,4,1,3,1970,5
2339,5,2,3,1971,5
1459,5,1,3,2018,4
2250,3,3,1,1973,7
1078,4,2,1,1999,4
2680,4,2,3,1972,6
2777,5,2,2,2011,6
2567,4,2,2,1975,6
1774,5,1,2,1999,6
2746,3,3,2,2011,5
2094,3,3,1,1963,5
1895,5,2,1,1978,5
2220,2,3,3,1992,7
1057,3,3,1,1960,4
2447,4,1,2,2012,7
2492,5,1,3,2003,4
1623,5,1,1,1996,5
1047,3,1,3,2021,4
2458,5,2,1,1954,7
2208,3,1,3,1974,6
2902,5,2,2,1986,7
1838,3,3,2,2008,5
1164,4,3,2,1981,4
2750,2,1,1,1966,6
2354,2,2,3,1997,7
1329,2,2,2,2014,4
2144,2,2,2,1994,5
1212,3,3,3,2015,3
2846,5,1,2,1993,6
1506,2,3,3,2020,4
2576,5,2,1,2019,7
2888,3,3,2,2012,6
1915,3,1,3,1974,5
1800,2,1,3,1958,2
1167,4,1,3,2001,4
1994,2,2,2,1994,5
2569,5,3,1,1970,6
1829,2,2,3,1972,3
1995,3,1,1,1961,5
1986,3,2,1,1989,4
1786,5,1,2,1964,5
1426,5,3,1,1971,6
2732,5,1,3,1975,7
2726,2,3,1,1990,6
2244,2,3,1,1953,6
2015,4,1,2,2020,5
2033,5,3,1,1973,5
2143,4,3,3,1954,4
2658,4,1,3,1977,5
2270,3,1,3,1994,5
2383,4,1,2,2001,5
2932,3,2,2,1995,7
2244,5,1,3,1996,6
1772,3,1,1,1994,4
2529,5,3,2,2010,8
2081,2,3,1,1968,5
2850,4,3,1,1992,8
2483,5,2,2,1974,7
2151,2,2,1,1953,5
2722,2,1,1,1982,6
1716,5,3,3,1983,6
1085,3,3,1,1980,2
1103,5,3,1,1996,4
1142,4,2,2,1969,3
1204,2,1,2,2004,3
1640,3,2,1,1960,5
2781,5,3,1,2017,7
2061,5,2,2,2011,6
2386,2,1,1,1952,3
2644,5,1,3,1952,6
2332,4,3,1,1954,6
2075,3,2,1,1972,4
1000,4,3,1,2016,3
1010,2,3,1,1962,4
2849,3,1,2,1981,7
1746,2,3,1,1958,6
2663,2,3,3,2018,5
2959,4,1,1,1987,7
2237,3,2,3,1997,5
1955,2,2,2,2012,6
1754,4,2,3,1972,4
2579,4,1,2,1961,6
1517,3,3,2,1970,5
2691,5,2,2,1985,5
2438,5,1,3,1976,7
2031,2,2,3,1997,3
1004,5,2,3,1973,2
2385,3,2,2,1963,5
1693,5,3,1,2005,3
1111,3,1,3,1998,2
2003,2,2,3,1964,6
1272,5,2,3,2004,3
1421,3,1,1,1959,3
1264,3,1,2,2020,3
2481,3,1,1,1964,6
1211,4,1,1,1955,3
2101,2,1,1,1968,5
1781,3,3,2,2002,6
1665,4,1,3,1981,4
2244,4,2,3,1961,7
1368,3,3,3,1984,5
1957,2,2,2,2011,6
1346,5,3,1,1991,4
1024,4,1,2,2015,4
1975,3,3,2,1956,6
2443,2,2,1,1962,5
2377,2,3,2,1994,7
2743,3,3,1,1984,7
1416,4,1,2,1963,4
1514,5,2,2,1950,3
1214,2,3,2,1960,4
2930,5,2,1,1959,9
2135,2,3,2,1989,4
1953,2,2,3,2012,5
2727,2,2,3,1987,7
1913,4,2,1,1978,4
2582,4,1,1,2000,6
1427,3,1,2,2010,4
1732,5,2,3,1957,3
1698,5,2,3,2010,5
2585,3,1,3,1952,5
2732,4,3,2,1958,8
1215,5,2,3,1962,4
1412,3,2,3,1955,3
2756,2,1,3,1985,6
1379,5,3,3,2018,1
2625,4,2,2,1955,7
1231,5,2,2,1964,4
1834,2,2,1,1980,4
1257,4,2,2,1985,5
2688,4,1,2,1956,7
2279,3,3,3,2013,6
1402,4,3,1,1968,5
1423,3,2,2,2004,5
1769,4,3,1,1951,4
1064,2,3,2,2006,4
1189,2,3,2,2000,5
2626,2,2,2,1985,7
1949,2,3,3,1984,5
1172,2,3,2,1986,3
1758,5,2,3,1985,5
2791,2,1,2,1954,6
1627,4,1,1,1970,4
1560,3,1,3,2002,4
2250,5,1,2,1994,5
2000,4,3,2,1987,5
2604,2,2,2,2019,7
2957,2,1,1,1956,6
2411,4,2,2,1957,7
1400,5,1,1,1979,4
1637,3,3,2,1973,6
1948,3,2,1,1970,6
1212,3,1,3,1987,3
1052,3,3,1,1986,2
1623,2,3,2,1970,3
2694,5,3,3,2019,9
1751,2,1,2,1954,5
1661,5,2,1,1978,7
1138,3,1,3,1970,5
1417,4,3,2,2016,6
2648,4,3,1,1996,6
1142,2,1,1,2011,4
2905,4,2,1,1960,8
1508,2,1,3,1962,5
1649,2,2,2,1962,3
1485,5,2,2,1991,4
1991,3,1,2,2011,6
2460,3,2,3,1963,8
2839,3,2,2,2004,5
1542,3,3,2,1974,6
1292,5,3,2,1989,4
2643,3,3,1,1971,5
2307,3,3,2,1965,4
1670,4,2,1,1968,1
1837,3,2,1,1959,3
2037,3,3,1,1962,5
1633,2,1,1,1953,5
2750,2,3,2,1950,8
1271,3,1,2,2015,4
2048,2,1,1,2021,6
2958,4,3,2,2011,8
1321,4,1,1,2014,5
1805,4,1,3,2005,6
2704,5,3,2,1999,6
2126,4,2,1,1994,5
2889,3,1,3,1978,8
1882,4,3,2,2010,3
2063,4,2,2,1998,6
1234,4,2,3,1988,3
1831,4,2,2,1996,4
2112,2,2,3,1990,5
2123,4,2,2,1966,5
1143,4,1,3,2012,2
2105,2,2,2,2002,5
1588,2,1,1,1957,3
2594,5,3,2,1981,7
1228,3,3,3,1956,5
2626,5,3,3,1997,7
2889,2,2,1,1995,8
2418,2,3,3,2009,7
2536,2,1,1,1996,6
2804,5,1,3,1992,7
2821,4,2,2,2010,6
2220,3,2,2,1994,6
1273,3,3,3,2013,4
1589,4,2,1,1953,6
1652,3,2,3,2012,5
2823,4,3,2,2006,6
1582,5,2,3,1984,4
1967,2,1,2,1963,5
2585,4,2,2,2001,5
2990,4,3,2,1990,8
1371,2,1,3,2011,4
2904,2,3,3,2013,6
2103,3,3,2,2012,6
2258,4,2,2,1979,5
2310,2,3,3,1977,5
1818,3,1,3,2007,3
2690,5,1,1,1951,5
1571,4,1,3,1980,5
1544,5,1,1,2000,5
2460,2,2,1,1984,5
1126,2,3,3,1973,4
1732,4,2,2,1981,5
2735,5,1,3,1968,7
1416,2,2,1,1954,4
1637,4,3,1,2014,4
1040,4,3,1,1973,3
1786,4,2,2,1965,4
2492,2,3,3,1981,8
1296,2,1,3,1994,4
2620,4,2,2,1956,6
2624,3,3,2,1970,6
1041,4,1,2,2002,1
1631,4,2,2,1951,4
2302,4,3,3,1988,5
2482,3,3,2,1958,6
1032,5,1,3,1996,3
2299,2,3,2,2014,6
1664,2,2,2,1980,4
2113,5,1,2,1992,6
1615,4,2,3,2018,6
1947,4,1,1,2016,5
2547,2,3,2,2004,6
1159,4,1,3,2016,1
2952,5,1,3,1983,6
1457,2,2,1,1992,4
2731,3,3,1,1991,6
1398,4,2,2,2006,4
2842,5,2,1,1991,6
2797,2,3,1,2005,4
2114,2,1,2,1971,6
2732,3,2,3,2004,7
1580,4,1,3,1972,4
2489,3,3,1,2019,6
1219,5,1,1,2021,3
2442,2,3,1,2006,7
1378,2,3,2,1956,2
2749,3,1,3,1953,5
1929,3,3,3,2006,5
2470,3,2,3,1951,7
1963,4,2,2,1981,5
2169,2,1,1,1994,5
1232,4,2,3,1984,4
2394,5,3,1,1954,4
1921,4,2,2,1985,4
1233,3,2,1,2015,4
1725,5,1,2,2019,4
1366,5,3,1,2007,4
1480,4,2,2,1954,4
2596,4,3,1,2019,7
2386,3,1,3,2010,5
1589,3,2,3,1950,4
2534,5,3,2,2015,5
2118,3,2,1,2004,5
2865,2,1,2,1991,8
1215,2,1,3,2017,2
1724,5,3,1,1957,4
2839,4,2,2,1970,6
1711,4,2,3,2013,4
2887,2,3,3,2002,5
2566,4,1,3,1961,5
2825,3,1,2,1993,7
2878,2,2,1,1964,6
1984,5,3,2,1965,5
2158,4,2,1,1954,6
2106,5,1,2,2005,5
1390,5,1,2,1971,3
2070,4,1,2,1994,4
1391,4,2,1,1964,5
1717,2,3,2,2010,5
1384,2,2,1,2007,3
1380,5,3,1,1992,4
2100,5,2,3,1966,4
2282,2,3,1,1959,6
2972,5,3,3,2005,6
1603,3,1,3,1979,5
1933,4,1,3,1983,3
2970,4,2,2,1991,7
1398,3,3,1,1981,4
1099,2,1,3,1989,5
2524,2,2,1,2010,7
1382,5,1,2,1956,5
1706,5,3,3,1976,5
2215,2,1,3,2005,6
2603,5,2,3,2014,5
2924,3,2,3,2017,7
2777,4,2,3,2017,7
2625,3,2,2,2021,7
2368,4,1,3,1974,2
1009,4,2,3,1964,3
1263,5,2,3,2017,2
2291,5,1,3,1962,7
1831,4,1,2,1969,6
1629,5,3,1,2014,4
1761,3,2,2,1994,4
2594,2,1,2,2012,5
1194,5,2,2,2005,3
1561,5,1,3,2006,3
2430,5,1,1,2000,5
2319,2,2,3,1990,5
2913,3,3,3,1980,7
1096,4,2,2,1962,3
1461,3,3,3,2013,5
2662,5,3,2,1967,8
1757,2,2,1,1960,5
1086,3,3,1,1996,3
1990,5,2,1,2019,6
1076,5,1,1,2018,2
2912,4,3,1,2020,7
2739,2,2,2,1984,6
2506,4,3,1,1950,8
2169,3,2,3,1963,4
1660,4,2,1,2005,5
2134,3,3,2,2019,6
2664,5,1,1,1968,7
1764,2,1,1,2000,3
1677,2,3,3,1958,5
2320,5,2,2,1973,6
2449,2,1,1,1979,8
2672,4,2,2,1962,7
1790,3,3,3,1952,6
2357,3,2,2,2021,6
2546,3,1,3,1980,5
1582,4,1,1,2011,4
1670,3,3,1,1963,5
2751,2,3,3,1965,6
1537,3,3,2,1983,4
2821,4,2,2,2014,7
2185,2,1,1,1980,4
1429,5,3,1,1971,4
2637,2,1,2,2001,4
2092,4,1,1,1965,6
1132,2,1,2,1959,4
1188,3,1,1,1999,3
2746,4,3,3,1964,7
2778,5,3,2,1985,7
2701,3,2,3,1990,6
2947,4,3,2,1983,7
2945,4,1,3,1953,7
1572,5,2,3,2013,4
2897,5,2,1,1982,6
1278,4,3,2,1972,3
2453,5,3,1,1993,6
2648,5,1,2,1991,7
1541,3,3,3,2016,5
2858,4,2,2,2015,6
2184,2,1,1,1965,8
1745,3,1,1,1971,5
1898,4,2,2,1990,5
1452,4,2,3,1980,6
1888,3,2,1,1978,4
1850,5,2,2,1978,4
1169,2,3,3,2001,3
1829,2,2,1,1970,4
1697,4,3,1,2019,4
2080,4,2,3,1965,6
2263,2,2,2,2000,6
1768,4,2,3,1977,5
1357,2,3,3,1997,3
1200,5,2,3,1958,4
1443,2,3,2,2009,3
2860,2,1,2,2019,5
1826,2,1,2,1979,5
2325,4,2,3,1981,5
2129,5,2,1,1977,6
2825,3,2,1,1974,5
1100,3,2,2,1977,3
2120,2,1,1,1965,5
2688,4,3,1,1962,6
1937,3,2,2,1960,5
1028,3,1,2,1974,4
2529,2,3,3,1959,7
1664,2,2,3,1971,5
2461,4,1,2,1999,4
2402,3,2,1,1991,5
1072,2,2,1,1998,2
1253,5,1,1,1982,5
2986,5,2,2,1974,8
2934,5,2,3,1964,7
1515,2,1,1,1993,3
1748,4,2,3,1983,4
2573,5,3,3,2010,5
2043,5,2,1,1968,6
2648,5,1,3,1995,7
1534,2,2,3,2010,4
1420,2,2,3,1989,4
1445,2,2,3,2021,2
1878,5,3,2,1966,5
1135,2,2,3,1975,5
2528,2,1,1,1959,4
2956,4,1,3,1957,7
2783,2,1,2,2007,7
2324,3,1,1,2002,4
2632,2,2,3,1951,8
1032,2,3,2,1985,5
1646,3,1,2,1955,4
2790,3,2,2,1976,5
1277,2,3,2,2004,3
1132,4,3,1,1991,3
1749,5,1,1,1995,4
2550,3,2,2,1973,9
2812,4,2,1,1996,6
1125,2,2,1,1951,3
1344,2,2,2,2005,4
1016,3,1,1,2016,5
1823,3,3,2,2005,5
1561,4,3,1,1976,5
1646,2,1,3,1991,5
1629,3,3,3,1998,3
2401,3,3,3,2018,5
1817,5,1,1,1962,4
1059,3,1,3,1964,2
2660,4,3,1,1985,7
1466,2,1,3,1997,4
1627,3,2,3,1977,5
1390,5,2,2,2002,6
1935,3,3,3,1972,4
1684,3,1,1,2007,4
2210,2,2,3,2013,4
1497,5,1,1,1969,4
1599,4,3,2,1994,3
2738,4,3,1,1997,7
2384,2,1,2,2010,5
2846,4,1,2,1962,8
2855,4,1,2,2011,7
1448,3,2,2,1981,5
2717,4,3,3,2005,6
2887,5,3,1,1970,6
1679,3,2,3,1991,4
2204,4,2,2,1983,5
2835,5,2,3,1964,6
2982,3,3,2,1977,7
1129,5,1,2,1992,3
2998,2,1,1,1956,6
1148,2,3,3,2003,4
2495,4,3,2,1998,4
1817,5,1,1,1958,4
2744,3,2,1,2005,6
2646,5,2,2,1999,6
1947,5,3,1,1981,5
1499,2,3,1,1982,4
2672,2,3,3,1961,6
2378,4,3,1,2019,7
2939,5,1,3,1976,8
2234,5,1,3,1951,6
1657,3,3,2,1962,2
2619,3,1,2,1958,6
2053,2,2,1,1960,5
1576,5,2,1,2012,4
2047,4,3,3,2020,7
1983,2,2,2,2020,4
2966,5,3,3,1971,7
1722,2,1,2,1976,4
1221,4,3,2,1981,5
1601,5,2,3,1997,3
2641,4,3,2,1961,7
1683,5,1,2,1968,5
1741,5,1,1,1977,3
1924,4,3,1,1968,4
2612,3,2,1,1985,6
1579,4,3,2,1968,5
2900,4,3,3,2003,7
1400,2,2,3,1978,2
2888,4,3,3,1986,7
1900,4,1,3,1954,6
2627,2,1,1,2004,6
1511,3,2,2,1984,3
1087,4,1,1,1959,2
2488,2,1,3,1952,5
1049,3,2,3,1956,3
1102,3,3,3,1974,4
1367,4,3,1,1966,6
1935,3,2,2,1973,4
2515,4,2,3,1969,5
2581,3,3,2,1980,8
2714,3,1,2,1968,7
2802,3,3,1,1979,7
2291,4,1,1,2010,6
2420,3,1,2,2018,5
2343,5,2,2,1974,7
2543,2,1,1,1997,6
2472,2,2,2,1965,5
2800,5,1,2,1978,7
2499,3,3,2,1986,7
1897,5,1,3,1957,5
2613,4,3,3,1964,9
1908,2,2,1,1999,5
2263,3,2,3,2012,5
1257,2,1,1,1965,2
2731,5,3,1,1965,8
2995,5,1,2,2006,8
2967,2,2,1,1957,7
2865,2,3,3,1964,5
2666,2,2,3,1955,7
2987,2,2,1,1965,7
1389,5,1,3,1950,3
2366,3,1,2,1968,7
1772,2,1,2,1998,4
1753,3,1,2,2020,2
2410,2,2,1,2015,5
1393,4,2,3,2021,2
1682,3,3,1,2019,4
2682,4,1,3,1989,6
1269,5,3,1,1992,3
1148,4,1,3,1963,2
2403,5,3,1,1983,5
1810,2,3,2,2006,2
1027,5,1,1,2007,4
2172,2,1,3,1950,5
2443,2,2,3,1956,6
1279,2,2,1,2013,4
2205,5,1,1,2020,6
1165,2,1,3,1995,3
1016,4,1,2,1987,4
2173,4,1,1,1976,4
1338,2,3,3,2012,2
2068,2,3,1,2016,4
2525,3,3,2,1967,7
1841,5,3,3,2006,4
1188,3,2,3,1951,3
1650,4,1,3,1969,5
2084,5,3,1,1973,6
1293,4,3,3,2001,4
2857,5,1,3,1959,8
2056,5,3,3,2019,6
2322,5,3,3,2020,6
1414,4,2,3,1960,5
2647,2,3,1,1951,6
1802,4,1,2,2019,5
2572,5,3,2,2003,4
1430,4,2,2,2016,4
2518,4,2,3,2015,5
2123,3,1,1,1954,4
2046,5,2,2,1954,5
2443,4,3,1,1952,7
2447,5,1,3,2012,7
1486,4,3,3,1984,3
2753,3,1,1,1983,6
1088,4,2,3,1951,3
2232,2,2,2,2013,5
1270,5,3,1,1999,5
2956,3,2,2,1994,8
2772,4,3,2,1990,8
1899,3,2,3,1972,5
2429,4,2,2,1963,4
2744,5,3,2,1972,7
1277,4,2,3,2021,4
1205,3,1,1,1962,5
2613,2,2,3,2020,6
1912,3,1,2,1985,6
1327,2,1,3,2016,5
2633,2,1,1,1982,7
1857,5,1,2,2013,5
1876,3,1,3,1973,4
1861,4,2,3,1963,4
1335,2,2,3,1962,2
1605,3,3,3,1957,5
1591,5,3,3,1978,1
2061,4,3,1,2003,5
2013,4,3,3,2012,6
2943,4,1,3,1983,6
2251,3,2,3,1973,5
2506,3,1,1,2001,7
2157,4,3,2,1960,4
1707,5,1,1,1985,4
1977,4,3,2,2019,5
2413,4,3,2,2018,5
2817,5,3,1,2004,5
2636,5,3,3,1986,7
1424,5,2,1,2002,3
1586,4,3,3,2006,4
1805,5,2,2,2010,5
2533,3,2,2,2002,5
1719,5,3,2,1979,5
2618,4,2,3,1984,6
2450,2,3,2,2006,7
1948,2,3,2,2014,5
1654,3,3,2,2000,3
1473,2,3,2,1957,3
1567,2,2,3,1987,3
2384,2,1,2,1982,7
2975,3,1,3,2008,5
2822,2,3,3,2015,6
1210,4,3,3,2006,4
2976,2,3,1,1994,6
2202,5,1,1,1951,5
2943,2,1,2,2002,6
2081,2,3,2,1956,6
2096,4,2,1,1998,3
1214,3,2,3,1988,3
1899,3,1,3,1952,5
2801,2,2,2,2001,6
2982,4,2,3,2003,6
2096,2,3,3,1961,6
1466,3,2,2,1957,4
2294,3,3,2,2021,5
2522,5,3,2,1999,6
1353,5,3,2,1960,4
2257,4,3,2,1995,7
2342,4,2,1,2015,5
2042,3,1,2,1983,5
1624,3,2,2,2007,3
2598,3,1,2,1970,7
1371,2,1,2,1959,3
1183,5,3,3,1959,3
2300,5,2,1,1954,4
1673,3,1,3,1974,4
1754,3,1,1,1992,6
2168,5,2,2,1990,5
2681,4,1,3,1974,6
2104,3,2,1,1953,6
1321,3,3,3,1962,3
1434,4,1,1,1995,2
2856,3,3,1,2012,7
2066,5,1,1,2017,8
2336,5,3,3,1984,5
2929,4,1,3,2016,8
1292,5,2,3,1969,3
1687,4,3,3,1995,5
1887,4,2,2,2004,4
1068,5,1,2,2012,3
1055,4,3,2,1967,3
1630,5,3,3,1982,7
2227,4,1,2,2011,5
1419,4,1,2,1967,3
2950,4,1,2,1980,8
1566,5,2,3,1977,5
1549,3,3,2,1956,3
1242,2,3,2,1992,4
2224,3,2,2,1985,5
1747,4,3,1,2001,5
2497,5,2,3,1985,5
1526,4,2,1,1990,5
2679,3,1,1,1970,7
1076,2,2,3,1987,2
2501,3,3,1,2015,7
2844,5,3,1,1990,8
1439,5,1,2,2002,4
2286,3,3,2,1983,7
2208,3,2,2,2017,6
2078,2,3,3,1957,7
2331,4,2,1,1980,6
1515,5,3,3,2008,3
2322,5,3,1,1970,6
2575,2,1,3,1953,5
2253,5,2,1,1958,7
2400,5,1,1,2000,5
2309,3,1,1,2005,5
2161,3,1,2,2007,4
2501,2,1,2,2017,4
1614,5,2,1,2012,5
2030,2,2,1,1991,4
1675,4,3,1,1984,5
2442,4,3,2,2003,5
2495,2,1,1,1965,6
2958,5,2,3,2020,9
1419,4,3,1,2016,6
2900,5,1,2,1985,7
1275,3,1,2,1985,3
2584,2,3,3,2003,6
1607,4,2,3,2006,3
1570,5,3,3,1986,5
2766,3,3,2,2006,7
2712,2,2,1,1997,6
1089,4,3,1,1987,5
1281,3,1,3,2003,4
2571,2,3,3,1956,7
2194,4,2,2,1953,3
1637,5,2,3,1959,4
1810,3,3,3,1967,6
2378,3,3,2,2011,6
2227,5,3,1,1972,7
2312,3,1,1,2011,4
1867,3,2,1,1964,4
1461,2,1,3,2004,5
2632,5,1,2,1977,7
1749,3,1,3,1985,3
2196,5,2,2,1975,5
1300,2,2,2,1962,4
1599,2,1,1,1955,4
2934,5,2,1,2002,7
2886,5,2,2,1978,7
1528,4,2,3,1989,2
1139,2,3,2,1969,3
2789,3,2,2,2009,4
1277,2,2,1,1965,5
1662,2,2,1,1975,4
1510,4,1,3,2004,4
2369,5,3,1,1956,6
2869,2,3,2,2013,6
2163,4,1,3,1968,4
1113,5,2,3,1983,5
1579,2,2,3,2010,3
2530,4,3,3,1975,6
2389,2,2,1,1973,5
1690,3,3,1,1989,4
1636,5,1,3,1992,4
2420,5,3,1,1962,6
2848,2,3,1,2016,7
1822,4,3,1,1963,4
2873,4,3,2,1956,7
1874,3,3,2,2006,6
2947,3,1,3,2013,7
2893,4,2,1,2001,6
2768,5,2,3,2003,6
1939,3,3,3,1960,5
2682,2,2,2,2012,5
1941,2,3,1,1974,6
2134,5,2,1,1993,5
2898,5,2,2,1956,8
1357,3,2,2,1986,4
2261,2,2,3,1990,5
1002,5,1,1,1989,3
2746,2,3,1,1958,6
1403,3,3,1,2000,3
1024,5,1,1,2014,4
2866,4,1,2,2013,6
1508,2,1,1,2004,3
1695,5,1,3,1985,4
2488,3,1,1,2014,7
1060,4,3,1,1987,5
2531,5,1,3,1963,8
1122,2,3,1,1960,4
2520,2,3,2,1959,5
1054,3,2,3,2013,1
2186,2,2,2,1958,6
1973,4,2,1,1999,6
2722,3,1,1,1961,6
2062,3,1,2,1988,7
2720,5,2,1,2005,6
2106,3,1,3,1960,5
2730,5,2,2,2015,7
1545,3,3,2,1991,3
1112,5,3,3,1993,2
1424,5,3,2,2016,3
1917,5,3,2,2007,5
1229,4,2,2,1989,3
2306,5,3,1,1981,7
1916,4,3,1,2020,5
2960,5,1,2,1984,7
2310,5,3,1,1950,4
1154,4,3,3,1987,2
1164,4,2,2,1956,4
1961,4,1,3,1950,5
2205,4,1,2,1970,3
2262,5,1,3,2006,4
1648,5,1,2,1976,5
2362,3,2,3,1976,5
1937,3,2,1,2021,5
1511,5,2,2,1994,4
1931,3,3,2,1999,5
1265,4,1,2,1986,4
1186,3,1,1,2013,4
2063,4,2,3,1994,6
2845,5,1,2,2012,7
2516,3,3,3,2017,4
2702,4,1,2,2000,7
